fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,8.38,3.2230645266748974,34.0,1
8.9,0.59,0.5,2.0,0.10800000000000001,27.0,81.0,0.9964,3.04,0.855,9.5,6,9.99,4.994975025124874,54.0,1
9.0,0.6799999999999999,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,9.82,3.7769085503517292,14.0,1
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,7.67,2.9499886538897924,27.0,1
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,5.72,3.574977656389647,87.0,1
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,8.440000000000001,4.688862839650891,37.0,1
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,9.069999999999999,3.23927414544948,40.0,1
8.2,0.6799999999999999,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,8.969999999999999,3.8999830435519844,30.0,1
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,7.83,4.1210309419424105,24.0,1
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,7.845000000000001,4.128925637233489,24.0,1
8.9,0.635,0.37,1.7,0.10800000000000001,5.0,62.0,0.9971,3.0,0.855,9.3,5,9.905,5.826436315080499,57.0,1
9.65,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,10.590000000000002,5.042833129366051,18.0,1
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,8.379999999999999,4.655529691501713,81.0,1
9.65,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,10.3,4.681796900923177,14.0,1
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.855,9.9,6,7.96,3.979980100099499,17.0,1
7.1,0.6799999999999999,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,7.85,4.131557202330514,35.0,1
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,8.969999999999999,3.8999830435519844,62.0,1
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,8.290000000000001,4.876441903282922,30.0,1
9.65,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,10.41,6.506209336191648,21.0,1
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,7.699999999999999,4.277754012477708,18.0,1
9.65,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,10.48,3.3806342560185287,16.0,1
7.7,0.6799999999999999,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,8.8,4.6315545707654175,78.0,1
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,8.8,2.7499914062768553,102.0,1
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,10.11,4.59543365711974,8.0,1
6.6,0.6799999999999999,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,7.279999999999999,3.466650158808767,44.0,1
7.7,0.41,0.6400000000000001,1.8,0.10800000000000001,8.0,45.0,0.9968,3.06,0.855,9.4,5,8.75,4.861084105088305,37.0,1
9.65,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,10.430000000000001,4.011523032603721,19.0,1
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,8.46,4.976441315051089,27.0,1
7.0,0.6799999999999999,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,7.72,3.859980700096499,55.0,1
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,8.549999999999999,5.029382180104823,25.0,1
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,8.5,4.722195987800068,26.0,1
9.65,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.855,10.9,5,10.700000000000001,4.458314757021847,22.0,1
9.65,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,10.43,5.794412253265259,4.0,1
8.1,0.6799999999999999,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,8.78,2.660597998187884,35.0,1
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.855,12.8,8,8.71,2.419437723784101,22.0,1
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.66,0.855,9.4,6,7.48,2.493325022249926,20.0,1
9.65,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.855,10.1,6,10.34,2.5849935375161563,19.0,1
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,8.505,2.1262446843882894,34.0,1
9.65,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,10.6,2.6499933750165625,48.0,1
8.4,0.6799999999999999,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,9.28,3.8666505556226847,28.0,1
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,8.33,1.1899983000024286,67.0,1
9.65,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,10.42,1.6281224560586625,8.0,1
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,9.620000000000001,1.7178540752605802,37.0,1
9.65,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,10.35,2.874992013911072,13.0,1
7.7,0.27,0.6400000000000001,3.5,0.10800000000000001,5.0,10.0,0.9972,3.25,0.855,9.9,7,8.610000000000001,2.4599929714486533,5.0,1
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,8.239999999999998,2.746657511141629,41.0,1
9.65,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,10.31,3.032344022517581,39.0,1
9.65,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,10.65,5.3249733751331245,24.0,1
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,8.02,2.6733244222519255,24.0,1
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.855,10.6,7,9.309999999999999,3.723985104059583,29.0,1
9.65,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.855,9.2,5,10.6,3.2121114784500655,65.0,1
9.65,0.2,0.48,2.0,0.10800000000000001,6.0,18.0,0.9979,3.3,0.71,10.5,5,10.33,5.1649741751291245,12.0,1
9.65,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,10.430000000000001,3.8629486557457198,30.0,1
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,7.510000000000001,3.129153628526548,11.0,1
9.65,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,10.51,3.2843647363601987,36.0,1
9.65,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,10.610000000000001,4.243983024067904,22.0,1
9.65,0.6799999999999999,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,10.7,4.115368787043126,44.0,1
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.66,0.73,9.6,5,7.789999999999999,3.894980525097374,21.0,1
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.66,0.8,9.7,5,7.87,3.421724253372812,26.0,1
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.66,0.71,9.6,5,7.63,3.6333160318284197,25.0,1
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,8.09,3.1115264941288685,24.0,1
9.65,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,10.31,6.87328751141659,8.0,1
8.3,0.6799999999999999,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,9.1,3.499986538513313,16.0,1
7.4,0.67,0.12,1.6,0.10800000000000001,5.0,21.0,0.996,3.39,0.54,9.5,5,8.19,5.118718008012449,16.0,1
8.4,0.65,0.6,2.1,0.10800000000000001,12.0,90.0,0.9973,3.2,0.52,9.2,5,9.65,4.595216213256127,78.0,1
9.65,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,10.66,4.263982944068224,19.0,1
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,8.54,3.8818005372702844,47.0,1
9.65,0.41,0.42,2.4,0.10800000000000001,6.0,14.0,0.9994,3.19,0.62,9.5,6,10.48,4.366648472298032,8.0,1
9.65,0.43,0.44,2.4,0.10800000000000001,5.0,12.0,0.9994,3.19,0.63,9.5,6,10.52,4.383315069520544,7.0,1
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,8.07,4.7470308998182364,21.0,1
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,8.67,4.334978325108374,90.0,1
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,9.770000000000001,3.489273252595527,79.0,1
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,9.370000000000001,3.123322922256926,105.0,1
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,8.05,3.0961419379156236,46.0,1
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,7.739999999999999,3.0959876160495354,33.0,1
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,10.39,3.0558733650783383,55.0,1
9.6,0.6799999999999999,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,10.399999999999999,3.586194530363688,44.0,1
9.65,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,10.700000000000001,3.3437395508139036,38.0,1
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,10.17,2.991167673036256,62.0,1
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,8.47,3.6825926843796335,12.0,1
9.65,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6,10.66,3.8071292602526423,38.0,1
9.65,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,10.34,0.9399991454553224,37.0,1
9.65,0.53,0.6400000000000001,3.65,0.10800000000000001,6.0,14.0,0.9978,3.05,0.74,11.5,7,10.82,2.9643754400672875,8.0,1
9.65,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,10.59,2.353328103715325,8.0,1
9.65,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,6,10.54,4.053830562190145,15.0,1
9.65,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,10.500000000000002,5.24997375013125,8.0,1
9.65,0.36,0.64,2.9,0.10800000000000001,10.0,41.0,0.998,3.23,0.66,12.5,6,10.65,3.672401129651277,31.0,1
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,8.86,2.7687413476832883,93.0,1
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,9.040000000000001,4.304741405993305,28.0,1
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,8.56,3.4239863040547838,21.0,1
9.65,0.6799999999999999,0.53,3.4,0.10800000000000001,7.0,21.0,0.9992,3.17,0.84,12.2,7,10.86,3.194108252622786,14.0,1
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,9.78,5.147341329782474,10.0,1
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,8.55,3.0535605229981324,29.0,1
9.65,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,0.855,11.5,6,10.72,3.573321422261926,71.0,1
9.65,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,0.855,9.8,7,10.469999999999999,4.552154121069038,17.0,1
9.65,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,0.855,9.2,6,10.49,4.37081512160366,11.0,1
9.65,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.855,11.3,6,10.55,3.90739293558172,13.0,1
9.65,0.39,0.47,1.8,0.10800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,10.510000000000002,5.838856450797496,8.0,1
9.65,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,6,10.72,4.1230610651497495,26.0,1
7.0,0.6799999999999999,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,7.68,4.042083989031637,23.0,1
6.6,0.6799999999999999,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.855,12.3,7,7.299999999999999,2.7036936900233695,17.0,1
9.65,0.49,0.6400000000000001,3.0,0.093,6.0,15.0,0.9986,3.02,0.855,12.0,6,10.780000000000001,3.5933213555954815,9.0,1
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.855,10.0,6,10.47,3.7392723597415727,31.0,1
9.1,0.6799999999999999,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.855,9.4,6,9.78,3.7615239941384835,17.0,1
9.65,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.855,9.9,6,10.540000000000001,3.9036892455953867,17.0,1
9.1,0.6799999999999999,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,9.78,3.7615239941384835,15.0,1
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,8.365,3.485402144157733,11.0,1
9.65,0.53,0.6400000000000001,4.8,0.10800000000000001,23.0,77.0,1.0018,3.18,0.77,13.0,5,10.82,2.254161970495895,54.0,1
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,6.71,4.792822908407797,124.5,1
6.7,0.6799999999999999,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,7.39,3.079153836859013,15.0,1
9.65,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.855,11.0,5,10.58,3.5266549111502963,26.0,1
9.65,0.42,0.6400000000000001,2.95,0.10800000000000001,12.0,29.0,0.997,3.24,0.75,11.7,7,10.71,3.630496167809601,17.0,1
9.65,0.43,0.6400000000000001,3.1,0.10800000000000001,10.0,23.0,1.0,3.15,0.85,10.4,7,10.72,3.45805336111819,13.0,1
9.65,0.38,0.6400000000000001,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,10.670000000000002,4.103830369883193,31.0,1
8.2,0.6799999999999999,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,9.11,4.554977225113874,67.0,1
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.855,9.9,6,9.36,3.599986153899408,29.0,1
9.65,0.58,0.6400000000000001,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,10.870000000000001,4.347982608069568,31.0,1
9.65,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.855,10.2,5,10.740000000000002,5.36997315013425,9.0,1
9.65,0.615,0.6400000000000001,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,10.905000000000001,1.8801691721221174,35.0,1
9.65,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.855,11.8,6,10.57,3.108814385840042,14.0,1
9.65,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,10.834999999999999,4.167291664262829,13.0,1
9.65,0.34,0.52,2.8,0.10800000000000001,15.0,75.0,0.9998,3.18,0.64,9.4,5,10.51,3.7535580230070607,60.0,1
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,0.855,12.0,7,10.2,4.249982291740451,12.0,1
6.9,0.6799999999999999,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,7.6,3.3043334594197415,28.0,1
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.855,8.7,6,8.540000000000001,5.337466640833495,14.0,1
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,0.855,10.6,6,9.86,5.477747345848078,20.0,1
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5,8.17,3.713619483547802,60.0,1
9.65,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,6,10.690000000000001,2.8131504917092327,41.0,1
9.65,0.54,0.6400000000000001,4.4,0.10800000000000001,6.0,15.0,0.9984,3.01,0.83,11.8,7,10.830000000000002,2.461358042368086,9.0,1
9.65,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,0.855,11.0,6,10.6,3.5333215555948145,28.0,1
9.65,0.625,0.6400000000000001,6.2,0.088,6.0,24.0,0.9988,3.11,0.855,13.3,6,10.915000000000001,1.7604810314822075,18.0,1
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,9.100000000000001,3.6399854400582403,36.0,1
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,8.98,4.48997755011225,16.0,1
9.65,0.415,0.6400000000000001,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,10.705,3.6913665814945467,26.0,1
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,8.49,4.042837891248137,31.0,1
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,8.100000000000001,3.374985937558594,26.0,1
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,8.6,4.299978500107499,25.0,1
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,9.110000000000001,4.794711606781018,25.0,1
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,8.52,4.484186925331972,30.0,1
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,10.290000000000001,4.115983536065856,33.0,1
5.6,0.6799999999999999,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,6.329999999999999,4.521396275740887,76.0,1
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5,10.389999999999999,5.1949740251298735,20.0,1
8.4,0.665,0.61,2.0,0.10800000000000001,13.0,95.0,0.997,3.16,0.54,9.1,5,9.675,4.837475812620937,82.0,1
9.65,0.6,0.6400000000000001,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,10.89,4.734762022773815,19.0,1
9.65,0.37,0.6400000000000001,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,10.66,2.5380891950257265,31.0,1
6.6,0.6799999999999999,0.02,7.9,0.10800000000000001,68.0,124.0,0.9994,3.47,0.53,9.9,5,7.299999999999999,0.9240494632285274,56.0,1
9.65,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,10.83,4.165368594736174,36.0,1
8.7,0.6799999999999999,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,9.6,4.1738948961091475,33.0,1
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,8.26,4.85879494826501,18.0,1
9.65,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,10.670000000000002,4.103830369883193,45.0,1
9.65,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,10.74,3.977763045322054,31.0,1
7.7,0.6799999999999999,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,8.430000000000001,3.1222106584790428,12.0,1
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,9.47,6.7642373983042985,14.0,1
9.65,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,10.56,4.2239831040675835,19.0,1
9.65,0.39,0.6400000000000001,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,10.680000000000001,3.5599881333728893,18.0,1
9.65,0.34,0.58,3.7,0.10800000000000001,6.0,16.0,0.997,3.19,0.7,11.3,6,10.57,2.8567490358134164,10.0,1
9.65,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,10.600000000000001,2.355550320999287,23.0,1
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,9.77,3.9079843680625275,60.0,1
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,9.899999999999999,4.124982812571614,55.0,1
7.1,0.6799999999999999,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,7.9399999999999995,4.178925374076979,62.0,1
9.65,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,10.58,1.5791021207431035,13.0,1
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,9.66,3.5777645267980485,98.0,1
8.6,0.6799999999999999,0.24,6.6,0.10800000000000001,31.0,134.0,1.0014,3.32,0.855,9.3,5,9.52,1.4424220569362776,103.0,1
9.65,0.48,0.64,2.2,0.10800000000000001,6.0,20.0,0.997,3.26,0.66,11.7,6,10.770000000000001,4.895432293489575,14.0,1
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,7.7,4.0526102494197405,90.0,1
9.65,0.38,0.51,2.0,0.10800000000000001,7.0,20.0,0.9996,3.24,0.76,10.4,6,10.540000000000001,5.26997365013175,13.0,1
6.8,0.6799999999999999,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,7.4799999999999995,4.155532469264059,18.0,1
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,10.39,4.329148628547381,32.0,1
6.6,0.6799999999999999,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,7.31,3.178247051099778,16.0,1
7.7,0.6799999999999999,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,8.58,4.289978550107249,45.0,1
9.65,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.855,11.0,7,10.360000000000001,4.933309841381708,18.0,1
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,7.15,3.4047456916871823,29.0,1
9.5,0.6799999999999999,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,10.4,5.473655401813675,26.0,1
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,9.95,7.653787278559395,21.0,1
9.65,0.6799999999999999,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,10.96,4.566647638968171,22.0,1
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,8.7,3.9545274794205474,45.0,1
9.65,0.37,0.6400000000000001,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,10.66,4.634762457554532,12.0,1
9.65,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,10.670000000000002,4.6391102647379805,12.0,1
9.65,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.855,9.9,6,10.610000000000001,3.315614638704254,32.0,1
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,8.97,4.484977575112125,24.0,1
9.65,0.45,0.6400000000000001,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,10.74,3.3562395117515256,16.0,1
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,7.8,5.1999653335644425,43.0,1
9.65,0.31,0.6400000000000001,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,10.600000000000001,4.818159917454921,23.0,1
9.65,0.4,0.6400000000000001,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,10.690000000000001,4.972069897349315,20.0,1
9.65,0.6799999999999999,0.6400000000000001,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,10.97,2.9648568517382383,37.0,1
9.65,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,10.58,3.91850400554072,8.0,1
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,5.88,3.458803183510685,22.0,1
9.5,0.6799999999999999,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,10.28,4.8952147846915,25.0,1
9.65,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,10.63,4.0884458136699475,41.0,1
9.3,0.48,0.29,2.1,0.10800000000000001,6.0,16.0,0.9968,3.22,0.72,11.2,5,10.07,4.79521526087971,10.0,1
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,9.35,4.674976625116874,20.0,1
9.65,0.39,0.6400000000000001,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,10.680000000000001,3.8142720918853867,18.0,1
8.4,0.37,0.53,1.8,0.10800000000000001,9.0,26.0,0.9979,3.06,0.855,9.1,6,9.299999999999999,5.166637963122426,17.0,1
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,7.39,4.347033252745572,17.0,1
9.65,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,10.610000000000001,3.789272181170782,17.0,1
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,7.630000000000001,4.768720195498778,46.0,1
9.65,0.62,0.6400000000000001,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,10.91,2.0980728883213686,13.0,1
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,9.88,4.295633497245665,17.0,1
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,10.040000000000001,3.7185047462787173,36.0,1
9.65,0.58,0.6400000000000001,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,10.870000000000001,4.9408866323334895,37.0,1
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,10.149999999999999,4.413024291198734,9.0,1
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,9.135000000000002,3.5134480251999034,13.0,1
